character	index	digits	pdf_page
铭	2307	31115354251	274
铲	2308	31115414313	275
银	2309	31115511534	275
矫	2310	31134313432	275
甜	2311	31225112211	275
秸	2312	31234121251	276
梨	2313	31234221234	276
犁	2314	31234223112	276
秽	2315	31234252354	276
移	2316	31234354354	276
笨	2317	31431412341	276
笼	2318	31431413534	276
笛	2319	31431425121	277
笙	2320	31431431121	277
符	2321	31431432124	277
第	2322	31431451523	277
敏	2323	31554143134	277
做	2324	32122513134	278
袋	2325	32154413534	278
悠	2326	32231344544	278
偿	2327	32243451154	278
偶	2328	32251125214	278
偎	2329	32251211534	278
偷	2330	32341251122	279
您	2331	32352344544	279
售	2332	32411121251	279
停	2333	32412514512	279
偏	2334	32451325122	279
躯	2335	32511131345	279
兜	2336	32511355135	279
假	2337	32512115154	280
衅	2338	32522143112	280
徘	2339	33221112111	280
徙	2340	33221212134	280
得	2341	33225111124	280
衔	2342	33231115112	280
盘	2343	33541425221	281
舶	2344	33541432511	281
船	2345	33541435251	281
舵	2346	33541444535	281
斜	2347	34112344412	281
盒	2348	34125125221	282
鸽	2349	34125135451	282
敛	2350	34144313134	282
悉	2351	34312344544	282
欲	2352	34342513534	282
彩	2353	34431234333	282
领	2354	34454132534	282
脚	2355	35111215452	282
脖	2356	35111245521	282
脯	2357	35111251124	282
豚	2358	35111353334	282
脸	2359	35113414431	283
脱	2360	35114325135	283
象	2361	35251353334	283
够	2362	35251354354	283
逸	2363	35251354454	283
猜	2364	35311212511	284
猪	2365	35312132511	284
猎	2366	35312212511	284
猫	2367	35312225121	284
凰	2368	35325111121	284
猖	2369	35325112511	284
猛	2370	35352125221	285
祭	2371	35445411234	285
馅	2372	35535321511	285
馆	2373	35544525151	285
凑	2374	41111341134	285
减	2375	41131251534	285
毫	2376	41251453115	285
烹	2377	41251524444	286
庶	2378	41312214444	286
麻	2379	41312341234	286
庵	2380	41313425115	286
痊	2381	41341341121	287
痒	2382	41341431112	287
痕	2383	41341511534	287
廊	2384	41345115452	287
康	2385	41351124134	287
庸	2386	41351125112	287
鹿	2387	41352211535	287
盗	2388	41353425221	287
章	2389	41431251112	287
竟	2390	41431251135	287
商	2391	41432534251	287
族	2392	41533131134	288
旋	2393	41533152134	288
望	2394	41535111121	288
率	2395	41554413412	288
阎	2396	42535321511	289
阐	2397	42543251112	289
着	2398	43111325111	289
羚	2399	43111334454	289
盖	2400	43112125221	289
眷	2401	43113425111	289
粘	2402	43123421251	289
粗	2403	43123425111	289
粒	2404	43123441431	290
断	2405	43123453312	290
剪	2406	43125112253	290
兽	2407	43251211251	290
焊	2408	43342511112	290
焕	2409	43343525134	290
清	2410	44111212511	291
添	2411	44111342444	291
鸿	2412	44112135451	291
淋	2413	44112341234	291
涯	2414	44113121121	292
淹	2415	44113425115	292
渠	2416	44115151234	292
渐	2417	44115213312	292
淑	2418	44121123454	292
淌	2419	44124325251	292
混	2420	44125111535	292
淮	2421	44132411121	293
淆	2422	44134132511	293
渊	2423	44134312342	293
淫	2424	44134433121	293
渔	2425	44135251211	293
淘	2426	44135311252	293
淳	2427	44141251521	293
液	2428	44141323544	293
淤	2429	44141533444	294
淡	2430	44143344334	294
淀	2431	44144512134	294
深	2432	44145341234	294
涮	2433	44151325222	294
涵	2434	44152413452	294
婆	2435	44153254531	295
梁	2436	44153441234	295
渗	2437	44154134333	295
情	2438	44211212511	295
惜	2439	44212212511	295
惭	2440	44215213312	295
悼	2441	44221251112	295
惧	2442	44225111134	296
惕	2443	44225113533	296
惟	2444	44232411121	296
惊	2445	44241251234	296
惦	2446	44241321251	296
悴	2447	44241343412	296
惋	2448	44244535455	297
惨	2449	44254134333	297
惯	2450	44255212534	297
寇	2451	44511352154	297
寅	2452	44512512134	297
寄	2453	44513412512	297
寂	2454	44521123454	297
宿	2455	44532132511	297
窒	2456	44534154121	297
窑	2457	44534311252	297
密	2458	44545434252	298
谋	2459	45122111234	298
谍	2460	45122151234	298
谎	2461	45122415325	298
谐	2462	45153532511	298
袱	2463	45234321344	299
祷	2464	45241113124	299
祸	2465	45242512534	299
谓	2466	45251212511	299
谚	2467	45414313333	300
谜	2468	45431234454	300
逮	2469	51124134454	300
敢	2470	51221113134	300
尉	2471	51311234124	300
屠	2472	51312132511	300
弹	2473	51543251112	301
隋	2474	52131212511	301
堕	2475	52132511121	301
随	2476	52132511454	301
蛋	2477	52134251214	301
隅	2478	52251125214	301
隆	2479	52354131121	302
隐	2480	52355114544	302
婚	2481	53135152511	303
婶	2482	53144525112	303
婉	2483	53144535455	303
颇	2484	53254132534	303
颈	2485	54121132534	303
绩	2486	55111212534	304
绪	2487	55112132511	304
续	2488	55112544134	304
骑	2489	55113412512	304
绰	2490	55121251112	304
绳	2491	55125125115	305
维	2492	55132411121	305
绵	2493	55132511252	305
绷	2494	55135113511	305
绸	2495	55135121251	305
综	2496	55144511234	306
绽	2497	55144512134	306
绿	2498	55151124134	306
缀	2499	55154545454	306
巢	2500	55525111234	306
琴	2501	112111213445	307
琳	2502	112112341234	307
琢	2503	112113533434	307
琼	2504	112141251234	308
斑	2505	112141341121	308
替	2506	113411342511	308
揍	2507	121111341134	309
款	2508	121112343534	309
堪	2509	121122111345	309
塔	2510	121122341251	309
搭	2511	121122341251	309
堰	2512	121125115315	309
揩	2513	121153532511	310
越	2514	121213415534	310
趁	2515	121213434333	310
趋	2516	121213435511	310
超	2517	121213453251	310
揽	2518	121223142535	310
堤	2519	121251112134	310
提	2520	121251112134	310
博	2521	121251124124	311
揭	2522	121251135345	311
喜	2523	121251431251	311
彭	2524	121251431333	311
揣	2525	121252132522	311
插	2526	121312321511	311
揪	2527	121312344334	311
搜	2528	121321511254	311
煮	2529	121325114444	312
援	2530	121344311354	312
搀	2531	121352513544	312
裁	2532	121413534534	312
搁	2533	121425354251	312
搓	2534	121431113121	312
搂	2535	121431234531	313
搅	2536	121443452535	313
壹	2537	121451251431	313
握	2538	121513154121	313
搔	2539	121544251214	313
揉	2540	121545231234	313
斯	2541	122111343312	313
期	2542	122111343511	313
欺	2543	122111343534	314
联	2544	122111431134	314
葫	2545	122122513511	314
散	2546	122125113134	314
惹	2547	122132514544	315
葬	2548	122135435132	315
募	2549	122251113453	315
葛	2550	122251135345	315
董	2551	122312511211	315
葡	2552	122351251124	316
敬	2553	122352513134	316
葱	2554	122353344544	316
蒋	2555	122412354124	316
蒂	2556	122414345252	316
落	2557	122441354251	317
韩	2558	122511121152	317
朝	2559	122511123511	317
辜	2560	122514143112	317
葵	2561	122543341134	317
棒	2562	123411134112	317
棱	2563	123412134354	317
棋	2564	123412211134	318
椰	2565	123412211152	318
植	2566	123412251111	318
森	2567	123412341234	318
焚	2568	123412344334	318
椅	2569	123413412512	318
椒	2570	123421123454	318
棵	2571	123425111234	319
棍	2572	123425111535	319
椎	2573	123432411121	319
棉	2574	123432511252	319
棚	2575	123435113511	319
棕	2576	123444511234	320
棺	2577	123444525151	320
榔	2578	123445115452	320
椭	2579	123452132511	320
惠	2580	125112144544	320
惑	2581	125115344544	321
逼	2582	125125121454	321
粟	2583	125221431234	321
棘	2584	125234125234	321
酣	2585	125351112211	321
酥	2586	125351131234	321
厨	2587	131251431124	322
厦	2588	131325111354	322
硬	2589	132511251134	322
硝	2590	132512432511	322
确	2591	132513535112	322
硫	2592	132514154325	322
雁	2593	133232411121	322
殖	2594	135412251111	323
裂	2595	135422413534	323
雄	2596	135432411121	323
颊	2597	143134132534	323
雳	2598	145244441353	323
暂	2599	152133122511	323
雅	2600	152332411121	324
翘	2601	153135541541	324
辈	2602	211121111512	324
悲	2603	211121114544	324
紫	2604	212135554234	324
凿	2605	224314311252	324
辉	2606	243135451512	325
敞	2607	243252513134	325
棠	2608	243452511234	325
赏	2609	243452512534	325
掌	2610	243452513112	325
晴	2611	251111212511	325
睐	2612	251111431234	325
暑	2613	251112132511	325
最	2614	251112211154	325
晰	2615	251112343312	325
量	2616	251112511211	325
鼎	2617	251115132125	326
喷	2618	251121222534	326
喳	2619	251123425111	326
晶	2620	251125112511	326
喇	2621	251125123422	326
遇	2622	251125214454	327
喊	2623	251131251534	327
遏	2624	251135345454	327
晾	2625	251141251234	327
景	2626	251141251234	327
畴	2627	251211113124	327
践	2628	251212111534	327
跋	2629	251212113544	327
跌	2630	251212131134	328
跑	2631	251212135515	328
跛	2632	251212153254	328
遗	2633	251212534454	328
蛙	2634	251214121121	328
蛛	2635	251214311234	329
蜓	2636	251214312154	329
蜒	2637	251214321554	329
蛤	2638	251214341251	329
喝	2639	251251135345	330
鹃	2640	251251135451	330
喂	2641	251251211534	330
喘	2642	251252132522	330
喉	2643	251325131134	330
喻	2644	251341251122	330
啼	2645	251414345252	330
喧	2646	251445125111	331
嵌	2647	252122113534	331
幅	2648	252125125121	331
帽	2649	252251125111	332
赋	2650	253411212154	333
赌	2651	253412132511	333
赎	2652	253412544134	333
赐	2653	253425113533	333
赔	2654	253441431251	334
黑	2655	254312114444	334
铸	2656	311151113124	334
铺	2657	311151251124	334
链	2658	311151512454	334
销	2659	311152432511	335
锁	2660	311152432534	335
锄	2661	311152511153	335
锅	2662	311152512534	335
锈	2663	311153123453	335
锋	2664	311153541112	335
锌	2665	311154143112	335
锐	2666	311154325135	336
甥	2667	311212512153	336
掰	2668	311334533112	336
短	2669	311341251431	337
智	2670	311342512511	337
氮	2671	311543344334	337
毯	2672	311543344334	337
氯	2673	311551124134	337
鹅	2674	312153435451	338
剩	2675	312211353422	338
稍	2676	312342432511	338
程	2677	312342511121	338
稀	2678	312343413252	338
税	2679	312344325135	338
筐	2680	314314111215	338
等	2681	314314121124	339
筑	2682	314314121354	339
策	2683	314314125234	339
筛	2684	314314231252	339
筒	2685	314314251251	339
筏	2686	314314321534	339
答	2687	314314341251	339
筋	2688	314314351153	340
筝	2689	314314355112	340
傲	2690	321121533134	340
傅	2691	321251124124	340
牌	2692	321532511312	340
堡	2693	322511234121	340
集	2694	324111211234	341
焦	2695	324111214444	341
傍	2696	324143454153	341
储	2697	324512132511	341
皓	2698	325113121251	341
皖	2699	325114451135	341
粤	2700	325431234115	341
奥	2701	325431234134	341
街	2702	332121121112	342
惩	2703	332121214544	342
御	2704	332311212152	342
循	2705	332331225111	342
艇	2706	335414312154	342
舒	2707	341122515452	342
逾	2708	341251122454	342
番	2709	343123425121	343
释	2710	343123454112	343
禽	2711	344134522554	343
腊	2712	351112212511	343
脾	2713	351132511312	344
腋	2714	351141323544	344
腔	2715	351144534121	344
腕	2716	351144535455	344
鲁	2717	352512112511	345
猩	2718	353251131121	345
猬	2719	353251212511	345
猾	2720	353255452511	346
猴	2721	353325131134	346
惫	2722	354251214544	346
然	2723	354413444444	346
馈	2724	355251212534	346
馋	2725	355352513544	347
装	2726	412121413534	347
蛮	2727	412234251214	347
就	2728	412512341354	347
敦	2729	412515213134	347
斌	2730	413411212154	348
痘	2731	413411251431	348
痢	2732	413413123422	348
痪	2733	413413525134	348
痛	2734	413415425112	348
童	2735	414312511211	349
竣	2736	414315434354	349
阔	2737	425441312251	349
善	2738	431112431251	350
翔	2739	431113541541	350
羡	2740	431121413534	350
普	2741	431224312511	350
粪	2742	431234122134	350
尊	2743	431253511124	350
奠	2744	431253511134	350
道	2745	431325111454	350
遂	2746	431353334454	350
曾	2747	432524312511	350
焰	2748	433435321511	351
港	2749	441122134515	351
滞	2750	441122245252	351
湖	2751	441122513511	352
湘	2752	441123425111	352
渣	2753	441123425111	352
渤	2754	441124552153	352
渺	2755	441251112343	352
湿	2756	441251122431	352
温	2757	441251125221	352
渴	2758	441251135345	352
溃	2759	441251212534	353
溅	2760	441253411534	353
滑	2761	441255452511	353
湃	2762	441311311112	353
渝	2763	441341251122	353
湾	2764	441412234515	354
渡	2765	441413122154	354
游	2766	441415331521	354
滋	2767	441431554554	354
渲	2768	441445125111	354
溉	2769	441511541535	354
愤	2770	442121222534	355
慌	2771	442122415325	355
惰	2772	442131212511	355
愕	2773	442251251115	355
愣	2774	442252214153	356
惶	2775	442325111121	356
愧	2776	442325113554	356
愉	2777	442341251122	356
慨	2778	442511541535	356
割	2779	445111225122	356
寒	2780	445112213444	356
富	2781	445125125121	356
寓	2782	445251125214	357
窜	2783	445342512512	357
窝	2784	445342512534	357
窖	2785	445343121251	357
窗	2786	445343253541	357
窘	2787	445345113251	357
遍	2788	451325122454	357
雇	2789	451332411121	357
裕	2790	452343434251	358
裤	2791	452344131512	358
裙	2792	452345113251	358
禅	2793	452443251112	358
禄	2794	452451124134	358
谢	2795	453251113124	359
谣	2796	453443311252	359
谤	2797	454143454153	359
谦	2798	454315112234	359
犀	2799	513241343112	359
属	2800	513325125214	359
屡	2801	513431234531	359
强	2802	515251251214	359
粥	2803	515431234515	360
疏	2804	521214154325	360
隔	2805	521251254312	360
隙	2806	522342511234	360
隘	2807	524313425221	360
媒	2808	531122111234	360
絮	2809	531251554234	360
嫂	2810	531321511254	361
媚	2811	531521325111	361
婿	2812	531521342511	361
登	2813	543341251431	361
缅	2814	551132522111	362
缆	2815	551223142535	362
缉	2816	551251122111	362
缎	2817	551321113554	363
缓	2818	551344311354	363
缔	2819	551414345252	363
缕	2820	551431234531	363
骗	2821	551451325122	363
编	2822	551451325122	363
骚	2823	551544251214	363
缘	2824	551551353334	363
瑟	2825	1121112145434	364
鹉	2826	1121215435451	364
瑞	2827	1121252132522	364
瑰	2828	1121325113554	365
瑙	2829	1121555325341	366
魂	2830	1154325113554	366
肆	2831	1211154511112	366
摄	2832	1211221115454	366
摸	2833	1211222511134	366
填	2834	1211225111134	366
搏	2835	1211251124124	366
塌	2836	1212511541541	367
鼓	2837	1212514311254	367
摆	2838	1212522112154	367
携	2839	1213241112153	367
搬	2840	1213354143554	367
摇	2841	1213443311252	367
搞	2842	1214125125251	368
塘	2843	1214135112251	368
摊	2844	1215432411121	369
聘	2845	1221112512115	369
斟	2846	1221113454412	369
蒜	2847	1221123411234	369
勤	2848	1221251112153	369
靴	2849	1221251123235	369
靶	2850	1221251125215	369
鹊	2851	1221251135451	370
蓝	2852	1222231425221	370
墓	2853	1222511134121	370
幕	2854	1222511134252	370
蓬	2855	1223541112454	371
蓄	2856	1224155425121	371
蒲	2857	1224411251124	371
蓉	2858	1224453434251	372
蒙	2859	1224511353334	372
蒸	2860	1225253414444	372
献	2861	1225431121344	372
椿	2862	1234111342511	372
禁	2863	1234123411234	373
楚	2864	1234123452134	373
楷	2865	1234153532511	373
榄	2866	1234223142535	373
想	2867	1234251114544	373
槐	2868	1234325113554	374
榆	2869	1234341251122	374
楼	2870	1234431234531	374
概	2871	1234511541535	375
赖	2872	1251234352534	375
酪	2873	1253511354251	376
酬	2874	1253511434242	376
感	2875	1312515344544	376
碍	2876	1325125111124	376
碘	2877	1325125122134	376
碑	2878	1325132511312	376
碎	2879	1325141343412	377
碰	2880	1325143122431	377
碗	2881	1325144535455	377
碌	2882	1325151124134	377
尴	2883	1352231425221	377
雷	2884	1452444425121	378
零	2885	1452444434454	378
雾	2886	1452444435453	378
雹	2887	1452444435515	378
辐	2888	1521125125121	378
辑	2889	1521251122111	378
输	2890	1521341251122	378
督	2891	2112345425111	378
频	2892	2121233132534	378
龄	2893	2121345234454	379
鉴	2894	2231434112431	379
睛	2895	2511111212511	379
睹	2896	2511112132511	379
睦	2897	2511112134121	379
瞄	2898	2511112225121	379
睫	2899	2511115112134	380
睡	2900	2511131212211	380
睬	2901	2511134431234	380
嗜	2902	2511213352511	381
鄙	2903	2511225251152	381
嗦	2904	2511245554234	381
愚	2905	2511252144544	381
暖	2906	2511344311354	381
盟	2907	2511351125221	382
歇	2908	2511353453534	382
暗	2909	2511414312511	382
暇	2910	2511512115154	382
照	2911	2511532514444	382
畸	2912	2512113412512	382
跨	2913	2512121134115	382
跷	2914	2512121153135	383
跳	2915	2512121341534	383
跺	2916	2512121351234	383
跪	2917	2512121351355	383
路	2918	2512121354251	383
跤	2919	2512121413434	383
跟	2920	2512121511534	383
遣	2921	2512125151454	383
蜈	2922	2512142511134	384
蜗	2923	2512142512534	384
蛾	2924	2512143121534	384
蜂	2925	2512143541112	384
蜕	2926	2512144325135	384
嗅	2927	2513251111344	385
嗡	2928	2513454541541	385
嗓	2929	2515454541234	385
署	2930	2522112132511	386
置	2931	2522112251111	386
罪	2932	2522121112111	386
罩	2933	2522121251112	386
蜀	2934	2522135251214	386
幌	2935	2522511243135	386
错	2936	3111512212511	387
锚	2937	3111512225121	387
锡	2938	3111525113533	387
锣	2939	3111525221354	388
锤	2940	3111531212211	388
锥	2941	3111532411121	388
锦	2942	3111532511252	388
键	2943	3111551111254	388
锯	2944	3111551312251	389
锰	2945	3111552125221	389
矮	2946	3113431234531	389
辞	2947	3122514143112	389
稚	2948	3123432411121	389
稠	2949	3123435121251	390
颓	2950	3123435132534	390
愁	2951	3123443344544	390
筹	2952	3143141113124	390
签	2953	3143143414431	391
简	2954	3143144252511	391
筷	2955	3143144425134	391
毁	2956	3215111213554	391
舅	2957	3215112512153	391
鼠	2958	3215115445445	391
催	2959	3225232411121	391
傻	2960	3232534134354	391
像	2961	3235251353334	391
躲	2962	3251113351234	392
魁	2963	3251135544412	392
衙	2964	3321251251112	392
微	2965	3322521353134	392
愈	2966	3412511224544	393
遥	2967	3443311252454	393
腻	2968	3511111253454	393
腰	2969	3511125221531	393
腥	2970	3511251131121	394
腮	2971	3511251214544	394
腹	2972	3511312511354	394
腺	2973	3511325112534	394
鹏	2974	3511351135451	394
腾	2975	3511431134551	394
腿	2976	3511511534454	395
鲍	2977	3525121135515	395
猿	2978	3531212513534	396
颖	2979	3531234132534	396
触	2980	3535112251214	396
解	2981	3535112533112	397
煞	2982	3551131344444	397
雏	2983	3551132411121	397
馍	2984	3551222511134	397
馏	2985	3553545325121	397
酱	2986	4123541253511	397
禀	2987	4125251111234	397
痹	2988	4134125121132	398
廓	2989	4134125152152	398
痴	2990	4134131134251	398
痰	2991	4134143344334	398
廉	2992	4134315112234	398
靖	2993	4143111212511	399
新	2994	4143112343312	399
韵	2995	4143125113541	399
意	2996	4143125114544	399
誊	2997	4311344111251	400
粮	2998	4312344511534	400
数	2999	4312345313134	400
煎	3000	4312511224444	400
塑	3001	4315233511121	400
慈	3002	4315545544544	401
煤	3003	4334122111234	401
煌	3004	4334325111121	401
满	3005	4411221253434	402
漠	3006	4411222511134	402
滇	3007	4411225111134	402
源	3008	4411332511234	403
滤	3009	4412153154544	403
滥	3010	4412231425221	403
滔	3011	4413443321511	404
溪	3012	4413443554134	404
溜	3013	4413545325121	404
漓	3014	4414134522554	404
滚	3015	4414134543534	404
溢	3016	4414313425221	404
溯	3017	4414315233511	405
滨	3018	4414453212134	405
溶	3019	4414453434251	405
溺	3020	4415154151541	405
粱	3021	4415344431234	405
滩	3022	4415432411121	405
慎	3023	4421225111134	406
誉	3024	4431344111251	406
塞	3025	4451122134121	406
寞	3026	4451222511134	406
窥	3027	4453411342535	406
窟	3028	4453451352252	406
寝	3029	4454125114554	407
谨	3030	4512212511121	407
褂	3031	4523412112124	407
裸	3032	4523425111234	407
福	3033	4524125125121	407
谬	3034	4554154134333	408
群	3035	5113251431112	408
殿	3036	5131221343554	408
辟	3037	5132514143112	408
障	3038	5241431251112	409
媳	3039	5313251114544	409
嫉	3040	5314134131134	409
嫌	3041	5314315112234	409
嫁	3042	5314451353334	409
叠	3043	5454544525111	410
缚	3044	5511251124124	410
缝	3045	5513541112454	410
缠	3046	5514132511211	411
缤	3047	5514453212134	411
剿	3048	5552511123422	411
静	3049	11212511355112	412
碧	3050	11213251113251	412
璃	3051	11214134522554	412
赘	3052	11215331342534	412
熬	3053	11215331344444	412
墙	3054	12112431252511	413
墟	3055	12121531522431	413
嘉	3056	12125143153251	414
摧	3057	12125232411121	414
赫	3058	12132341213234	414
截	3059	12132411121534	414
誓	3060	12133124111251	414
境	3061	12141431251135	414
摘	3062	12141432512251	415
摔	3063	12141554413412	415
撇	3064	12143252343134	415
聚	3065	12211154323334	415
慕	3066	12225111342444	416
暮	3067	12225111342511	416
摹	3068	12225111343112	416
蔓	3069	12225112522154	416
蔑	3070	12225221134534	416
蔡	3071	12235445411234	417
蔗	3072	12241312214444	417
蔽	3073	12243252343134	417
蔼	3074	12245251135345	417
熙	3075	12251255154444	417
蔚	3076	12251311234124	418
兢	3077	12251351225135	418
模	3078	12341222511134	418
槛	3079	12342231425221	418
榴	3080	12343545325121	419
榜	3081	12344143454153	419
榨	3082	12344453431211	419
榕	3083	12344453434251	419
歌	3084	12512125123534	420
遭	3085	12512212511454	420
酵	3086	12535111213521	420
酷	3087	12535113121251	420
酿	3088	12535114511534	421
酸	3089	12535115434354	421
碟	3090	13251122151234	421
碱	3091	13251131251534	421
碳	3092	13251252134334	421
磁	3093	13251431554554	422
愿	3094	13325112344544	422
需	3095	14524444132522	422
辖	3096	15214451112251	423
辗	3097	15215131221534	423
雌	3098	21211532411121	423
裳	3099	24345251413534	423
颗	3100	25111234132534	423
瞅	3101	25111312344334	424
墅	3102	25112115452121	424
嗽	3103	25112512343534	424
踊	3104	25121215425112	425
蜻	3105	25121411212511	425
蜡	3106	25121412212511	425
蝇	3107	25121425125115	425
蜘	3108	25121431134251	426
蝉	3109	25121443251112	426
嘛	3110	25141312341234	427
嘀	3111	25141432512251	427
赚	3112	25344315112234	428
锹	3113	31115312344334	428
锻	3114	31115321113554	428
镀	3115	31115413122154	429
舞	3116	31122221354152	429
舔	3117	31225111342444	429
稳	3118	31234355114544	430
熏	3119	31254312114444	430
箕	3120	31431412211134	430
算	3121	31431425111132	430
箩	3122	31431425221354	431
管	3123	31431444525151	431
箫	3124	31431451123234	431
舆	3125	32111512511134	431
僚	3126	32134432511234	432
僧	3127	32432524312511	432
鼻	3128	32511125121132	432
魄	3129	32511325113554	432
魅	3130	32511355411234	432
貌	3131	34435333251135	433
膜	3132	35111222511134	433
膊	3133	35111251124124	433
膀	3134	35114143454153	433
鲜	3135	35251211431112	434
疑	3136	35311345452134	435
孵	3137	35435243443521	435
馒	3138	35525112522154	435
裹	3139	41251112343534	436
敲	3140	41251252512154	436
豪	3141	41251451353334	436
膏	3142	41251452512511	436
遮	3143	41312214444454	436
腐	3144	41332124253434	436
瘩	3145	41341122341251	436
瘟	3146	41341251125221	436
瘦	3147	41341321511254	437
辣	3148	41431131251234	437
彰	3149	41431251112333	437
竭	3150	41431251135345	437
端	3151	41431252132522	437
旗	3152	41533112211134	437
精	3153	43123411212511	438
粹	3154	43123441343412	438
歉	3155	43151122343534	438
弊	3156	43252343134132	439
熄	3157	43343251114544	439
熔	3158	43344453434251	439
煽	3159	43344513541541	439
潇	3160	44112251123234	439
漆	3161	44112343424134	440
漱	3162	44112512343534	440
漂	3163	44112522111234	440
漫	3164	44125112522154	440
滴	3165	44141432512251	441
漾	3166	44143112145534	441
演	3167	44144512512134	441
漏	3168	44151312524444	441
慢	3169	44225112522154	442
慷	3170	44241351124134	442
寨	3171	44511221341234	442
赛	3172	44511221342534	442
寡	3173	44513251113453	442
察	3174	44535445411234	442
蜜	3175	44545434251214	442
寥	3176	44554154134333	442
谭	3177	45125221251112	443
肇	3178	45133134511112	443
褐	3179	45234251135345	443
褪	3180	45234511534454	443
谱	3181	45431224312511	444
隧	3182	52431353334454	444
嫩	3183	53112512343134	444
翠	3184	54154141343412	445
熊	3185	54251135354444	445
凳	3186	54334125143135	445
骡	3187	55125121554234	446
缩	3188	55144532132511	446
慧	3189	111211125114544	447
撵	3190	121113411341512	448
撕	3191	121122111343312	449
撒	3192	121122125113134	449
撩	3193	121134432511234	449
趣	3194	121213412211154	449
趟	3195	121213424325251	449
撑	3196	121243452513112	449
撮	3197	121251112211154	449
撬	3198	121311531153115	449
播	3199	121343123425121	450
擒	3200	121344134522554	450
墩	3201	121412515213134	450
撞	3202	121414312511211	450
撤	3203	121415425113134	450
增	3204	121432524312511	451
撰	3205	121515515122134	451
聪	3206	122111432514544	451
鞋	3207	122125112121121	451
鞍	3208	122125112445531	452
蕉	3209	122324111214444	452
蕊	3210	122454445444544	453
蔬	3211	122521214154325	453
蕴	3212	122551251125221	453
横	3213	123412212512134	454
槽	3214	123412512212511	454
樱	3215	123425342534531	454
橡	3216	123435251353334	455
樟	3217	123441431251112	455
橄	3218	123451221113134	455
敷	3219	125112441533134	455
豌	3220	125143144535455	455
飘	3221	125221112343534	455
醋	3222	125351112212511	455
醇	3223	125351141251521	456
醉	3224	125351141343412	456
磕	3225	132511215425221	456
磊	3226	132511325113251	456
磅	3227	132514143454153	457
碾	3228	132515131221534	457
震	3229	145244441311534	457
霄	3230	145244442432511	457
霉	3231	145244443155414	457
瞒	3232	251111221253434	458
题	3233	251112134132534	458
暴	3234	251112213424134	459
瞎	3235	251114451112251	459
嘻	3236	251121251431251	459
嘶	3237	251122111343312	459
嘲	3238	251122511123511	459
嘹	3239	251134432511234	460
影	3240	251141251234333	460
踢	3241	251212125113533	461
踏	3242	251212125342511	461
踩	3243	251212134431234	461
踪	3244	251212144511234	461
蝶	3245	251214122151234	462
蝴	3246	251214122513511	462
蝠	3247	251214125125121	463
蝎	3248	251214251135345	463
蝌	3249	251214312344412	463
蝗	3250	251214325111121	463
蝙	3251	251214451325122	464
嘿	3252	251254312114444	464
嘱	3253	251513325125214	465
幢	3254	252414312511211	466
墨	3255	254312114444121	466
镇	3256	311151225111134	467
镐	3257	311154125125251	468
镑	3258	311154143454153	468
靠	3259	312125121112111	468
稽	3260	312341354352511	469
稻	3261	312343443321511	469
黎	3262	312343533424134	469
稿	3263	312344125125251	469
稼	3264	312344451353334	469
箱	3265	314314123425111	469
篓	3266	314314431234531	470
箭	3267	314314431251122	470
篇	3268	314314451325122	470
僵	3269	321251211251211	470
躺	3270	325111324325251	471
僻	3271	325132514143112	471
德	3272	332122522114544	471
艘	3273	335414321511254	471
膝	3274	351112343424134	472
膛	3275	351124345251121	472
鲤	3276	352512112511211	473
鲫	3277	352512115115452	473
熟	3278	412515213544444	474
摩	3279	413123412343112	475
褒	3280	413225112343534	475
瘪	3281	413413251113435	475
瘤	3282	413413545325121	475
瘫	3283	413415432411121	476
凛	3284	414125251111234	476
颜	3285	414313333132534	476
毅	3286	414313533343554	476
糊	3287	431234122513511	476
遵	3288	431253511124454	477
憋	3289	432523431344544	478
潜	3290	441113411342511	478
澎	3291	441121251431333	478
潮	3292	441122511123511	479
潭	3293	441125221251112	479
鲨	3294	441234335251211	479
澳	3295	441325431234134	480
潘	3296	441343123425121	480
澈	3297	441415425113134	480
澜	3298	441425125431234	480
澄	3299	441543341251431	481
懂	3300	442122312511211	481
憔	3301	442324111214444	481
懊	3302	442325431234134	481
憎	3303	442432524312511	481
额	3304	445354251132534	482
翩	3305	451325122541541	482
褥	3306	452341311534124	482
谴	3307	452512125151454	483
鹤	3308	453241112135451	483
憨	3309	512211131344544	483
慰	3310	513112341244544	484
劈	3311	513251414311253	484
履	3312	513332312511354	484
豫	3313	545235251353334	485
缭	3314	551134432511234	485
撼	3315	1211312515344544	487
擂	3316	1211452444425121	487
操	3317	1212512512511234	487
擅	3318	1214125251125111	488
燕	3319	1221251211354444	489
蕾	3320	1221452444425121	489
薯	3321	1222522112132511	489
薛	3322	1223251514143112	490
薇	3323	1223322521353134	490
擎	3324	1223525131343112	490
薪	3325	1224143112343312	490
薄	3326	1224411251124124	491
颠	3327	1225111134132534	491
翰	3328	1225111234541541	491
噩	3329	1225125112512511	491
橱	3330	1234131251431124	491
橙	3331	1234543341251431	492
橘	3332	1234545232534251	492
整	3333	1251234313412121	493
融	3334	1251254312251214	493
瓢	3335	1252211123433544	493
醒	3336	1253511251131121	494
霍	3337	1452444432411121	495
霎	3338	1452444441431531	495
辙	3339	1521415425113134	495
冀	3340	2113525121122134	496
餐	3341	2135454344511534	496
嘴	3342	2512121353535112	498
